Date,Tmax,Tmin,Tavg,Depart,PrecipTotal,Heat
1/2/09,30,18,24,1,0,41
1/3/09,36,17,27,4,0.01,38
1/4/09,37,17,27,5,0.1,38
1/5/09,29,11,20,-2,0,45
1/6/09,30,16,23,1,0.04,42
1/7/09,29,13,21,-1,0.02,44
1/8/09,21,12,17,-5,  T,48
1/9/09,29,12,21,-1,0.27,44
1/10/09,29,20,25,3,0.35,40
1/11/09,20,13,17,-5,  T,48
1/12/09,29,3,16,-6,0.1,49
1/13/09,29,-2,14,-7,  T,51
1/14/09,14,-2,6,-15,0.16,59
1/15/09,-1,-13,-7,-28,0,72
1/16/09,3,-18,-7,-28,0,72
1/17/09,24,3,14,-7,  T,51
1/18/09,17,8,13,-8,  T,52
1/19/09,23,9,16,-6,0,49
1/20/09,24,11,18,-4,  T,47
1/21/09,28,13,21,-1,0,44
1/22/09,33,14,24,2,0,41
1/23/09,34,13,24,2,0,41
1/24/09,13,-1,6,-16,0,59
1/25/09,13,-2,6,-16,0,59
1/26/09,17,-1,8,-14,0,57
1/27/09,20,7,14,-8,0.04,51
1/28/09,18,8,13,-9,0.07,52
1/29/09,30,14,22,-1,  T,43
1/30/09,14,4,9,-14,0,56
1/31/09,38,7,23,0,0,42
2/1/09,36,24,30,7,0,35
2/2/09,26,8,17,-6,0,48
2/3/09,20,1,11,-13,  T,54
2/4/09,17,0,9,-15,0,56
2/5/09,25,-4,11,-13,0,54
2/6/09,42,8,25,1,0,40
2/7/09,56,36,46,21,0,19
2/8/09,43,25,34,9,0,31
2/9/09,53,26,40,15,0.12,25
2/10/09,61,41,51,25,0,14
2/11/09,50,36,43,17,0.83,22
2/12/09,38,30,34,8,0,31
2/13/09,36,25,31,5,0.04,34
2/14/09,34,23,29,2,0.01,36
2/15/09,31,19,25,-2,  T,40
2/16/09,33,17,25,-2,0,40
2/17/09,43,26,35,7,  T,30
2/18/09,38,17,28,0,0.22,37
2/19/09,23,11,17,-11,  T,48
2/20/09,28,12,20,-9,0,45
2/21/09,29,20,25,-4,0.14,40
2/22/09,24,13,19,-10,  T,46
2/23/09,27,9,18,-12,0,47
2/24/09,39,17,28,-2,0,37
2/25/09,54,35,45,15,0.01,20
2/26/09,53,32,43,12,1.95,22
2/27/09,46,21,34,3,0.07,31
2/28/09,27,20,24,-7,  T,41
3/1/09,22,14,18,-14,  T,47
3/2/09,22,14,18,-14,0.01,47
3/3/09,30,16,23,-10,  T,42
3/4/09,44,26,35,2,0,30
3/5/09,65,36,51,18,0,14
3/6/09,65,39,52,18,0,13
3/7/09,45,39,42,8,0.87,23
3/8/09,44,33,39,5,1.67,26
3/9/09,44,33,39,4,0.08,26
3/10/09,61,33,47,12,0.51,18
3/11/09,33,17,25,-11,  T,40
3/12/09,26,14,20,-16,0,45
3/13/09,40,19,30,-6,0,35
3/14/09,52,23,38,1,0,27
3/15/09,58,28,43,6,0,22
3/16/09,65,39,52,15,0,13
3/17/09,74,41,58,20,0,7
3/18/09,57,42,50,12,0,15
3/19/09,46,28,37,-1,0,28
3/20/09,44,23,34,-5,0,31
3/21/09,61,37,49,10,0,16
3/22/09,61,36,49,10,0,16
3/23/09,56,38,47,7,0.04,18
3/24/09,69,48,59,19,0.16,6
3/25/09,48,37,43,2,0,22
3/26/09,57,35,46,5,  T,19
3/27/09,43,32,38,-3,0,27
3/28/09,38,32,35,-7,0.47,30
3/29/09,41,31,36,-6,0.95,29
3/30/09,45,27,36,-6,0,29
3/31/09,53,37,45,2,0.44,20
4/1/09,53,36,45,2,0,20
4/2/09,50,37,44,1,0.14,21
4/3/09,50,37,44,1,0.04,21
4/4/09,50,31,41,-2,0,24
4/5/09,43,33,38,-6,0.51,27
4/6/09,40,32,36,-8,  T,29
4/7/09,49,29,39,-6,0,26
4/8/09,55,30,43,-2,0,22
4/9/09,58,31,45,0,0,20
4/10/09,47,38,43,-3,0,22
4/11/09,47,31,39,-7,0,26
4/12/09,51,27,39,-7,0,26
4/13/09,46,36,41,-6,0.29,24
4/14/09,44,36,40,-7,  T,25
4/15/09,57,36,47,0,0,18
4/16/09,62,33,48,0,0,17
4/17/09,70,32,51,3,0,14
4/18/09,73,40,57,8,  T,8
4/19/09,61,45,53,4,0.9,12
4/20/09,53,38,46,-3,0.17,19
4/21/09,44,37,41,-9,0.09,24
4/22/09,61,37,49,-2,0,16
4/23/09,67,37,52,1,0.32,13
4/24/09,84,49,67,16,  T,0
4/25/09,77,41,59,7,0.84,6
4/26/09,78,43,61,9,0.57,4
4/27/09,72,50,61,9,0.55,4
4/28/09,51,42,47,-6,0.04,18
4/29/09,55,46,51,-2,0.02,14
4/30/09,63,54,59,6,0.71,6
5/1/09,60,46,53,0,0.02,12
5/2/09,66,44,55,1,0,10
5/3/09,70,43,57,3,0,8
5/4/09,70,43,57,3,0,8
5/5/09,71,49,60,5,0,5
5/6/09,75,51,63,8,0.67,2
5/7/09,77,56,67,12,0.19,0
5/8/09,77,53,65,9,0.02,0
5/9/09,63,46,55,-1,  T,10
5/10/09,67,40,54,-2,0,11
5/11/09,61,39,50,-7,0,15
5/12/09,71,39,55,-2,0,10
5/13/09,70,53,62,4,0.55,3
5/14/09,68,53,61,3,0,4
5/15/09,61,52,57,-1,0.39,8
5/16/09,62,45,54,-5,0,11
5/17/09,63,39,51,-8,0,14
5/18/09,66,40,53,-7,  T,12
5/19/09,80,52,66,6,0,0
5/20/09,84,61,73,12,0,0
5/21/09,84,60,72,11,0,0
5/22/09,69,53,61,0,0,4
5/23/09,80,50,65,4,0,0
5/24/09,71,55,63,1,0,2
5/25/09,67,54,61,-1,0.04,4
5/26/09,74,53,64,2,1.73,1
5/27/09,73,55,64,2,0.02,1
5/28/09,62,54,58,-5,0,7
5/29/09,74,50,62,-2,  T,3
5/30/09,79,50,65,1,  T,0
5/31/09,73,45,59,-5,0,6
6/1/09,78,51,65,1,0.44,0
6/2/09,60,48,54,-10,0.12,11
6/3/09,61,43,52,-12,0,13
6/4/09,68,42,55,-9,0,10
6/5/09,79,44,62,-3,0,3
6/6/09,63,51,57,-9,0.02,8
6/7/09,73,52,63,-3,0.04,2
6/8/09,80,52,66,0,0.45,0
6/9/09,67,55,61,-5,  T,4
6/10/09,67,54,61,-6,0.01,4
6/11/09,64,53,59,-8,0.01,6
6/12/09,74,49,62,-6,  T,3
6/13/09,68,54,61,-7,0.33,4
6/14/09,77,51,64,-4,0,1
6/15/09,81,53,67,-1,0,0
6/16/09,71,59,65,-4,1.23,0
6/17/09,71,61,66,-3,0,0
6/18/09,80,61,71,1,0.12,0
6/19/09,86,65,76,6,3.97,0
6/20/09,87,68,78,8,0,0
6/21/09,84,70,77,7,0.01,0
6/22/09,89,68,79,9,0.09,0
6/23/09,94,71,83,13,0,0
6/24/09,94,75,85,14,0.04,0
6/25/09,94,75,85,14,  T,0
6/26/09,86,69,78,7,0,0
6/27/09,89,62,76,5,0.3,0
6/28/09,83,66,75,4,0,0
6/29/09,77,63,70,-1,0,0
6/30/09,66,59,63,-9,0,2
7/1/09,65,57,61,-11,  T,4
7/2/09,73,59,66,-6,0,0
7/3/09,79,63,71,-1,0,0
7/4/09,69,59,64,-8,0.2,1
7/5/09,81,57,69,-3,0.05,0
7/6/09,86,60,73,1,0,0
7/7/09,77,59,68,-4,  T,0
7/8/09,65,61,63,-10,0.06,2
7/9/09,79,59,69,-4,0,0
7/10/09,82,63,73,0,0.08,0
7/11/09,85,63,74,1,0.25,0
7/12/09,82,58,70,-3,0,0
7/13/09,79,61,70,-3,0,0
7/14/09,80,55,68,-5,0,0
7/15/09,85,65,75,1,0.68,0
7/16/09,80,64,72,-2,  T,0
7/17/09,70,57,64,-10,0,1
7/18/09,72,57,65,-9,0,0
7/19/09,71,57,64,-10,0,1
7/20/09,76,55,66,-8,0,0
7/21/09,80,58,69,-5,0.04,0
7/22/09,78,63,71,-3,  T,0
7/23/09,82,62,72,-2,0,0
7/24/09,83,61,72,-2,0.14,0
7/25/09,81,66,74,0,0,0
7/26/09,82,63,73,-1,  T,0
7/27/09,84,64,74,0,0.02,0
7/28/09,84,66,75,1,0.01,0
7/29/09,81,62,72,-2,0,0
7/30/09,79,59,69,-5,  T,0
7/31/09,81,58,70,-4,0,0
8/1/09,75,61,68,-5,  T,0
8/2/09,78,57,68,-5,0,0
8/3/09,84,67,76,3,0.07,0
8/4/09,85,67,76,3,0,0
8/5/09,79,61,70,-3,0,0
8/6/09,82,60,71,-2,0,0
8/7/09,74,64,69,-4,0.33,0
8/8/09,89,68,79,6,0.02,0
8/9/09,91,77,84,11,0.18,0
8/10/09,85,70,78,5,0,0
8/11/09,82,62,72,-1,0,0
8/12/09,83,60,72,-1,0,0
8/13/09,86,60,73,0,0,0
8/14/09,88,63,76,4,0,0
8/15/09,89,67,78,6,0,0
8/16/09,88,70,79,7,0.63,0
8/17/09,83,70,77,5,0.33,0
8/18/09,83,65,74,2,0,0
8/19/09,83,59,71,0,0.35,0
8/20/09,78,64,71,0,0.07,0
8/21/09,73,59,66,-5,0.16,0
8/22/09,68,57,63,-8,0,2
8/23/09,74,56,65,-6,0,0
8/24/09,79,54,67,-4,0,0
8/25/09,83,59,71,1,0,0
8/26/09,73,62,68,-2,0.93,0
8/27/09,67,61,64,-6,0.95,1
8/28/09,68,60,64,-6,0.22,1
8/29/09,69,56,63,-7,0.02,2
8/30/09,66,51,59,-11,0,6
8/31/09,68,49,59,-10,0,6
9/1/09,72,47,60,-8,0,5
9/2/09,73,50,62,-6,0,3
9/3/09,75,56,66,-2,0,0
9/4/09,75,54,65,-3,0,0
9/5/09,78,54,66,-1,0,0
9/6/09,77,61,69,2,0.03,0
9/7/09,77,59,68,1,0,0
9/8/09,78,60,69,3,0,0
9/9/09,78,65,72,6,0,0
9/10/09,81,64,73,7,0,0
9/11/09,80,61,71,6,0,0
9/12/09,79,58,69,4,0,0
9/13/09,80,58,69,4,0,0
9/14/09,84,58,71,7,0,0
9/15/09,82,64,73,9,0,0
9/16/09,71,59,65,1,0,0
9/17/09,72,50,61,-3,0,4
9/18/09,79,50,65,1,0,0
9/19/09,76,55,66,3,0,0
9/20/09,73,54,64,2,0.75,1
9/21/09,67,60,64,2,  T,1
9/22/09,77,59,68,6,0,0
9/23/09,76,62,69,8,0,0
9/24/09,73,64,69,8,0,0
9/25/09,70,60,65,4,0.16,0
9/26/09,69,55,62,2,0,3
9/27/09,74,50,62,2,0.08,3
9/28/09,62,49,56,-3,0.01,9
9/29/09,60,48,54,-5,0,11
9/30/09,62,47,55,-4,0,10
10/1/09,59,41,50,-8,0.89,15
10/2/09,56,47,52,-6,0.21,13
10/3/09,57,47,52,-5,0.11,13
10/4/09,60,45,53,-4,  T,12
10/5/09,62,43,53,-4,0,12
10/6/09,61,49,55,-1,0.03,10
10/7/09,60,45,53,-3,0,12
10/8/09,53,45,49,-7,0.12,16
10/9/09,52,39,46,-9,0.46,19
10/10/09,48,31,40,-15,0,25
10/11/09,44,29,37,-17,0,28
10/12/09,48,41,45,-9,0.02,20
10/13/09,47,34,41,-12,0,24
10/14/09,48,42,45,-8,0.03,20
10/15/09,44,41,43,-10,0.29,22
10/16/09,45,39,42,-10,0.04,23
10/17/09,52,36,44,-8,  T,21
10/18/09,53,31,42,-9,0,23
10/19/09,65,44,55,4,0,10
10/20/09,62,48,55,5,0.03,10
10/21/09,69,55,62,12,  T,3
10/22/09,58,48,53,3,1.03,12
10/23/09,61,42,52,3,0.89,13
10/24/09,50,38,44,-5,0.04,21
10/25/09,62,44,53,5,0.27,12
10/26/09,55,49,52,4,0.11,13
10/27/09,51,45,48,0,0.06,17
10/28/09,57,50,54,7,0,11
10/29/09,60,47,54,7,0.6,11
10/30/09,67,46,57,11,0.81,8
10/31/09,46,35,41,-5,  T,24
11/1/09,52,30,41,-4,0,24
11/2/09,59,42,51,6,0.01,14
11/3/09,47,34,41,-4,0,24
11/4/09,52,40,46,2,0,19
11/5/09,55,35,45,1,0,20
11/6/09,62,34,48,5,0,17
11/7/09,71,46,59,16,0,6
11/8/09,70,45,58,16,0,7
11/9/09,63,50,57,15,0,8
11/10/09,55,39,47,5,0,18
11/11/09,54,35,45,4,0,20
11/12/09,56,28,42,1,0,23
11/13/09,55,33,44,4,0,21
11/14/09,63,43,53,13,  T,12
11/15/09,55,41,48,8,  T,17
11/16/09,48,44,46,7,  T,19
11/17/09,47,44,46,7,0.05,19
11/18/09,47,43,45,7,0.17,20
11/19/09,47,41,44,6,0.07,21
11/20/09,54,42,48,11,  T,17
11/21/09,54,33,44,7,0,21
11/22/09,57,34,46,9,0,19
11/23/09,49,41,45,9,0,20
11/24/09,50,40,45,9,0.64,20
11/25/09,49,37,43,8,0.12,22
11/26/09,42,33,38,3,0.15,27
11/27/09,40,29,35,1,0,30
11/28/09,54,29,42,8,0,23
11/29/09,44,33,39,5,0.02,26
11/30/09,41,30,36,3,0,29
12/1/09,55,32,44,11,0,21
12/2/09,45,33,39,7,  T,26
12/3/09,38,26,32,0,  T,33
12/4/09,28,23,26,-5,  T,39
12/5/09,32,23,28,-3,  T,37
12/6/09,36,26,31,0,0,34
12/7/09,31,26,29,-1,0.06,36
12/8/09,35,25,30,0,0.51,35
12/9/09,35,11,23,-7,0.16,42
12/10/09,13,0,7,-22,  T,58
12/11/09,23,7,15,-14,0,50
12/12/09,36,16,26,-2,0.01,39
12/13/09,37,32,35,7,  T,30
12/14/09,38,27,33,5,0.02,32
12/15/09,27,8,18,-9,0,47
12/16/09,23,5,14,-13,0,51
12/17/09,35,17,26,-1,0,39
12/18/09,36,31,34,8,0.27,31
12/19/09,33,29,31,5,0.22,34
12/20/09,30,26,28,2,  T,37
12/21/09,29,25,27,1,0.01,38
12/22/09,32,27,30,5,0.2,35
12/23/09,32,31,32,7,0.32,33
12/24/09,36,32,34,9,0.39,31
12/25/09,43,21,32,7,0.46,33
12/26/09,26,20,23,-1,0.06,42
12/27/09,21,14,18,-6,0.01,47
12/28/09,30,14,22,-2,0,43
12/29/09,24,8,16,-8,0,49
12/30/09,31,15,23,0,0.02,42
12/31/09,32,9,21,-2,0.01,44
1/1/10,16,5,11,-12,  T,54
1/2/10,11,2,7,-16,0,58
1/3/10,18,-1,9,-14,  T,56
1/4/10,18,7,13,-9,  T,52
1/5/10,23,13,18,-4,  T,47
1/6/10,20,10,15,-7,0.01,50
1/7/10,22,16,19,-3,0.27,46
1/8/10,27,11,19,-3,0.27,46
1/9/10,22,6,14,-8,0,51
1/10/10,18,0,9,-13,0,56
1/11/10,26,15,21,-1,  T,44
1/12/10,31,20,26,4,  T,39
1/13/10,35,19,27,6,0,38
1/14/10,40,31,36,15,0,29
1/15/10,34,25,30,9,  T,35
1/16/10,27,23,25,4,0,40
1/17/10,29,19,24,3,  T,41
1/18/10,31,27,29,8,  T,36
1/19/10,38,27,33,11,0,32
1/20/10,33,24,29,7,0.01,36
1/21/10,35,30,33,11,0.08,32
1/22/10,35,33,34,12,  T,31
1/23/10,44,34,39,17,  T,26
1/24/10,46,30,38,16,0.49,27
1/25/10,32,19,26,4,  T,39
1/26/10,24,12,18,-4,  T,47
1/27/10,23,9,16,-6,  T,49
1/28/10,17,6,12,-10,0,53
1/29/10,21,5,13,-10,  T,52
1/30/10,25,18,22,-1,  T,43
1/31/10,29,15,22,-1,0,43
2/1/10,30,14,22,-1,  T,43
2/2/10,32,25,29,6,0.1,36
2/3/10,32,23,28,4,0,37
2/4/10,33,21,27,3,0,38
2/5/10,35,30,33,9,0.02,32
2/6/10,31,25,28,4,  T,37
2/7/10,31,23,27,2,  T,38
2/8/10,30,20,25,0,  T,40
2/9/10,28,23,26,1,0.65,39
2/10/10,26,17,22,-4,0.02,43
2/11/10,30,10,20,-6,0,45
2/12/10,32,10,21,-5,0,44
2/13/10,30,11,21,-5,0,44
2/14/10,29,9,19,-8,0,46
2/15/10,28,6,17,-10,  T,48
2/16/10,32,25,29,2,  T,36
2/17/10,32,26,29,1,0,36
2/18/10,39,25,32,4,0,33
2/19/10,42,19,31,3,0,34
2/20/10,39,30,35,6,0.01,30
2/21/10,36,33,35,6,0.36,30
2/22/10,33,29,31,2,0.14,34
2/23/10,33,22,28,-2,  T,37
2/24/10,29,21,25,-5,0.34,40
2/25/10,28,18,23,-7,  T,42
2/26/10,31,17,24,-7,  T,41
2/27/10,34,28,31,0,  T,34
2/28/10,38,32,35,4,  T,30
3/1/10,36,27,32,0,0,33
3/2/10,33,23,28,-4,0,37
3/3/10,39,24,32,-1,0,33
3/4/10,42,22,32,-1,0,33
3/5/10,38,23,31,-2,0,34
3/6/10,45,20,33,-1,0,32
3/7/10,46,26,36,2,0.03,29
3/8/10,44,33,39,5,0,26
3/9/10,51,32,42,7,0.01,23
3/10/10,62,46,54,19,0.07,11
3/11/10,60,44,52,16,0.34,13
3/12/10,55,40,48,12,0.01,17
3/13/10,45,41,43,7,0.61,22
3/14/10,50,40,45,8,  T,20
3/15/10,48,39,44,7,0,21
3/16/10,61,35,48,11,0,17
3/17/10,63,32,48,10,0,17
3/18/10,61,41,51,13,0,14
3/19/10,65,39,52,14,0,13
3/20/10,39,31,35,-4,0.42,30
3/21/10,42,33,38,-1,0.02,27
3/22/10,49,34,42,3,0,23
3/23/10,59,28,44,4,0,21
3/24/10,53,35,44,4,0,21
3/25/10,47,29,38,-3,0.03,27
3/26/10,41,27,34,-7,0,31
3/27/10,50,31,41,0,0.01,24
3/28/10,52,37,45,3,0,20
3/29/10,46,30,38,-4,0,27
3/30/10,64,29,47,5,0,18
3/31/10,77,51,64,21,0,1
4/1/10,83,54,69,26,0,0
4/2/10,81,59,70,27,0,0
4/3/10,59,49,54,11,0.18,11
4/4/10,76,39,58,15,0.8,7
4/5/10,72,50,61,17,0.82,4
4/6/10,76,47,62,18,0.37,3
4/7/10,49,37,43,-2,0.13,22
4/8/10,40,34,37,-8,  T,28
4/9/10,56,30,43,-2,0,22
4/10/10,74,38,56,10,0,9
4/11/10,63,44,54,8,0,11
4/12/10,70,44,57,11,0.01,8
4/13/10,63,48,56,9,0,9
4/14/10,80,46,63,16,0,2
4/15/10,82,61,72,25,0,0
4/16/10,68,39,54,6,0,11
4/17/10,59,37,48,0,0,17
4/18/10,52,36,44,-5,0,21
4/19/10,56,35,46,-3,0,19
4/20/10,64,38,51,2,0,14
4/21/10,62,41,52,2,  T,13
4/22/10,60,38,49,-2,0,16
4/23/10,63,41,52,1,0.07,13
4/24/10,60,51,56,5,0.26,9
4/25/10,60,47,54,2,0.31,11
4/26/10,63,47,55,3,0,10
4/27/10,51,37,44,-8,0,21
4/28/10,64,33,49,-4,0,16
4/29/10,79,46,63,10,0,2
4/30/10,81,62,72,19,0.06,0
5/1/10,70,58,64,11,0.11,1
5/2/10,69,53,61,7,0.93,4
5/3/10,72,50,61,7,0,4
5/4/10,79,50,65,11,0,0
5/5/10,72,56,64,9,  T,1
5/6/10,63,46,55,0,0.01,10
5/7/10,59,45,52,-3,0.72,13
5/8/10,50,42,46,-10,0.02,19
5/9/10,58,38,48,-8,0,17
5/10/10,58,41,50,-6,  T,15
5/11/10,52,44,48,-9,0.97,17
5/12/10,51,44,48,-9,0.12,17
5/13/10,73,48,61,3,1.49,4
5/14/10,66,47,57,-1,0,8
5/15/10,61,43,52,-6,0,13
5/16/10,66,41,54,-5,0,11
5/17/10,58,50,54,-5,0.01,11
5/18/10,65,46,56,-4,0,9
5/19/10,74,44,59,-1,0,6
5/20/10,74,47,61,0,0.05,4
5/21/10,73,56,65,4,0.21,0
5/22/10,74,58,66,5,0,0
5/23/10,89,62,76,15,0,0
5/24/10,91,70,81,19,0,0
5/25/10,88,69,79,17,0,0
5/26/10,87,66,77,15,  T,0
5/27/10,77,61,69,7,0,0
5/28/10,79,57,68,5,0,0
5/29/10,86,59,73,9,0,0
5/30/10,91,61,76,12,0,0
5/31/10,81,66,74,10,0.26,0
6/1/10,85,63,74,10,0,0
6/2/10,77,57,67,3,1.02,0
6/3/10,71,56,64,0,0,1
6/4/10,83,57,70,6,0,0
6/5/10,79,60,70,5,0.15,0
6/6/10,76,55,66,0,  T,0
6/7/10,70,54,62,-4,0,3
6/8/10,67,58,63,-3,0.45,2
6/9/10,83,65,74,8,0,0
6/10/10,77,58,68,1,0,0
6/11/10,89,64,77,10,0.02,0
6/12/10,77,62,70,2,0.34,0
6/13/10,71,62,67,-1,0.25,0
6/14/10,70,60,65,-3,  T,0
6/15/10,79,60,70,2,0.59,0
6/16/10,82,63,73,4,0,0
6/17/10,84,64,74,5,0,0
6/18/10,90,67,79,9,0.87,0
6/19/10,85,66,76,6,0,0
6/20/10,81,64,73,3,  T,0
6/21/10,85,67,76,6,0.22,0
6/22/10,85,69,77,7,0,0
6/23/10,87,69,78,8,0.87,0
6/24/10,84,65,75,4,0,0
6/25/10,84,62,73,2,0,0
6/26/10,87,69,78,7,0.85,0
6/27/10,85,72,79,8,0.54,0
6/28/10,82,63,73,2,0,0
6/29/10,75,59,67,-4,0,0
6/30/10,75,56,66,-6,0,0
7/1/10,77,55,66,-6,0,0
7/2/10,83,59,71,-1,0,0
7/3/10,87,60,74,2,0,0
7/4/10,91,68,80,8,0,0
7/5/10,91,78,85,13,0,0
7/6/10,90,73,82,10,0.37,0
7/7/10,93,71,82,10,0.2,0
7/8/10,88,73,81,8,0.16,0
7/9/10,88,70,79,6,  T,0
7/10/10,89,69,79,6,0,0
7/11/10,85,66,76,3,0.79,0
7/12/10,84,65,75,2,  T,0
7/13/10,84,70,77,4,0.17,0
7/14/10,90,70,80,7,0,0
7/15/10,90,71,81,7,0.01,0
7/16/10,90,67,79,5,0,0
7/17/10,93,71,82,8,0,0
7/18/10,92,72,82,8,0.01,0
7/19/10,84,69,77,3,0.01,0
7/20/10,86,68,77,3,  T,0
7/21/10,91,72,82,8,0,0
7/22/10,90,69,80,6,0.01,0
7/23/10,94,70,82,8,2.79,0
7/24/10,87,69,78,4,3.64,0
7/25/10,81,66,74,0,0,0
7/26/10,84,61,73,-1,0,0
7/27/10,88,68,78,4,0,0
7/28/10,88,73,81,7,0,0
7/29/10,82,67,75,1,0,0
7/30/10,80,69,75,1,  T,0
7/31/10,80,65,73,-1,0.68,0
8/1/10,86,65,76,3,0,0
8/2/10,84,67,76,3,  T,0
8/3/10,86,66,76,3,0.28,0
8/4/10,83,71,77,4,0.48,0
8/5/10,83,68,76,3,0,0
8/6/10,82,64,73,0,0,0
8/7/10,83,62,73,0,0,0
8/8/10,87,69,78,5,0.08,0
8/9/10,88,72,80,7,0.15,0
8/10/10,89,75,82,9,0,0
8/11/10,90,75,83,10,0,0
8/12/10,92,74,83,10,0,0
8/13/10,92,73,83,10,0.25,0
8/14/10,88,72,80,8,  T,0
8/15/10,83,66,75,3,0,0
8/16/10,80,63,72,0,0,0
8/17/10,79,64,72,0,0.03,0
8/18/10,84,63,74,2,0.05,0
8/19/10,88,66,77,6,0,0
8/20/10,92,71,82,11,0.03,0
8/21/10,86,71,79,8,0.45,0
8/22/10,81,68,75,4,0,0
8/23/10,80,65,73,2,0,0
8/24/10,84,64,74,3,  T,0
8/25/10,79,61,70,0,0,0
8/26/10,79,59,69,-1,0,0
8/27/10,86,59,73,3,0,0
8/28/10,88,65,77,7,0,0
8/29/10,94,71,83,13,0,0
8/30/10,88,74,81,11,0,0
8/31/10,93,75,84,15,0,0
9/1/10,81,71,76,8,0.17,0
9/2/10,83,65,74,6,1.55,0
9/3/10,70,56,63,-5,  T,2
9/4/10,68,51,60,-8,  T,5
9/5/10,76,49,63,-4,  T,2
9/6/10,82,66,74,7,  T,0
9/7/10,77,58,68,1,0,0
9/8/10,71,51,61,-5,0,4
9/9/10,67,50,59,-7,0,6
9/10/10,72,55,64,-2,0,1
9/11/10,75,58,67,2,0.24,0
9/12/10,83,54,69,4,0,0
9/13/10,82,57,70,5,0,0
9/14/10,77,54,66,2,0,0
9/15/10,75,59,67,3,  T,0
9/16/10,69,53,61,-3,0.16,4
9/17/10,74,49,62,-2,0,3
9/18/10,65,58,62,-2,0.35,3
9/19/10,67,55,61,-2,  T,4
9/20/10,75,62,69,7,  T,0
9/21/10,88,68,78,16,0.05,0
9/22/10,74,63,69,7,0,0
9/23/10,89,65,77,16,0,0
9/24/10,80,56,68,7,0.26,0
9/25/10,60,52,56,-5,0,9
9/26/10,60,50,55,-5,  T,10
9/27/10,65,48,57,-3,0,8
9/28/10,71,46,59,0,0,6
9/29/10,75,52,64,5,0,1
9/30/10,74,52,63,4,0,2
10/1/10,73,48,61,3,0.08,4
10/2/10,57,45,51,-7,0.26,14
10/3/10,56,42,49,-8,0.08,16
10/4/10,60,38,49,-8,0,16
10/5/10,68,39,54,-3,0,11
10/6/10,78,46,62,6,0,3
10/7/10,76,49,63,7,0,2
10/8/10,79,48,64,8,0,1
10/9/10,86,55,71,16,0,0
10/10/10,84,57,71,16,0,0
10/11/10,82,54,68,14,0,0
10/12/10,76,52,64,10,0,1
10/13/10,66,47,57,4,0.1,8
10/14/10,66,43,55,2,0,10
10/15/10,63,44,54,1,0,11
10/16/10,71,40,56,4,0,9
10/17/10,65,47,56,4,0,9
10/18/10,61,43,52,1,0,13
10/19/10,60,39,50,-1,0,15
10/20/10,70,44,57,7,  T,8
10/21/10,56,38,47,-3,0,18
10/22/10,64,33,49,-1,0.02,16
10/23/10,65,54,60,11,0.1,5
10/24/10,72,54,63,14,0.05,2
10/25/10,72,56,64,16,0,1
10/26/10,70,54,62,14,0.24,3
10/27/10,65,43,54,6,0,11
10/28/10,46,39,43,-4,  T,22
10/29/10,50,31,41,-6,0,24
10/30/10,63,42,53,7,0,12
10/31/10,52,36,44,-2,0,21
11/1/10,54,32,43,-2,0,22
11/2/10,52,32,42,-3,0,23
11/3/10,54,31,43,-2,0.01,22
11/4/10,51,38,45,1,0.01,20
11/5/10,40,28,34,-10,0,31
11/6/10,46,25,36,-7,0,29
11/7/10,59,35,47,4,0,18
11/8/10,67,38,53,11,0,12
11/9/10,69,40,55,13,0,10
11/10/10,68,43,56,14,0,9
11/11/10,67,46,57,16,0.34,8
11/12/10,56,48,52,11,  T,13
11/13/10,57,39,48,8,0.03,17
11/14/10,48,37,43,3,0.08,22
11/15/10,51,32,42,2,0,23
11/16/10,50,32,41,2,0,24
11/17/10,47,37,42,3,  T,23
11/18/10,39,26,33,-5,0,32
11/19/10,51,25,38,0,0,27
11/20/10,43,30,37,0,0,28
11/21/10,60,41,51,14,  T,14
11/22/10,67,39,53,16,1.37,12
11/23/10,39,26,33,-3,0,32
11/24/10,40,25,33,-3,0.13,32
11/25/10,39,21,30,-5,0.01,35
11/26/10,32,18,25,-10,0,40
11/27/10,34,21,28,-6,0,37
11/28/10,46,22,34,0,0,31
11/29/10,49,33,41,7,0.51,24
11/30/10,49,25,37,4,0.02,28
,26,22,24,-9,  T,41
,33,22,28,-4,0,37
,31,18,25,-7,  T,40
,32,23,28,-3,0.49,37
,26,12,19,-12,  T,46
,20,8,14,-17,  T,51
,20,11,16,-14,0,49
,25,7,16,-14,0,49
,29,5,17,-13,0.03,48
,37,23,30,1,0,35
,36,24,30,1,0.45,35
,31,12,22,-6,0.04,43
,16,7,12,-16,  T,53
,21,6,14,-14,0,51
,25,2,14,-13,0,51
,27,20,24,-3,0.01,41
,22,13,18,-9,0,47
,19,10,15,-11,0,50
,21,8,15,-11,0,50
,27,6,17,-9,0.2,48
,31,26,29,3,0.02,36
,35,18,27,2,  T,38
,29,19,24,-1,0,41
,32,27,30,5,0.2,35
,31,20,26,1,0.06,39
,33,19,26,2,0.17,39
,22,11,17,-7,0,48
,27,12,20,-4,0,45
,36,9,23,-1,0.01,42
,46,34,40,17,  T,25
,53,41,47,24,0.67,18
1/1/11,41,14,28,5,  T,37
1/2/11,24,12,18,-5,0,47
1/3/11,36,22,29,6,0,36
